Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
11-June-2014,2163.00,2211.85,2140.40,2205.25,2187.496015649130031915,145695,14299,318707232.00,43786,30.05,71.45,42.25
10-June-2014,2119.90,2160.00,2113.95,2157.10,2143.185875713842124448,74071,7244,158747921.00,21978,29.67,46.05,37.20
9-June-2014,2085.00,2119.00,2080.00,2115.25,2111.749618256740644675,95614,7861,201912828.00,58764,61.46,39.00,30.25
6-June-2014,2110.00,2110.00,2062.50,2084.05,2077.144839943131284934,154039,12742,319961314.00,72753,47.23,47.50,-25.95
5-June-2014,2091.90,2112.40,2069.00,2105.55,2090.892999670278444169,87953,9878,183900312.00,35938,40.86,43.40,13.65
4-June-2014,2132.00,2135.00,2080.00,2089.40,2091.511724406478540746,82179,9760,171878342.00,37820,46.02,55.00,-42.60
3-June-2014,2130.00,2138.50,2106.00,2130.30,2128.754254165115036510,123526,6653,262956498.00,84671,68.55,32.50,0.30
2-June-2014,2147.00,2154.00,2117.00,2129.90,2127.659797355315129658,34938,4202,74336178.00,15035,43.03,37.00,-17.10
30-May-2014,2160.00,2169.15,2132.05,2144.20,2141.735907705182617012,33458,3364,71658200.00,11141,33.30,37.10,-15.80
29-May-2014,2155.00,2177.00,2135.00,2159.10,2157.115495626500980456,45387,5717,97905001.00,16011,35.28,42.00,4.10
28-May-2014,2132.00,2160.00,2122.45,2149.85,2147.325898823123679786,185576,6174,398492151.00,35217,18.98,37.55,17.85
27-May-2014,2156.00,2183.70,2116.05,2130.45,2145.583395637076542225,60189,9149,129140519.00,18073,30.03,67.65,-25.55
26-May-2014,2135.00,2170.00,2133.00,2153.65,2152.609178420202881774,65654,7651,141327403.00,22578,34.39,37.00,18.65
23-May-2014,2121.00,2147.85,2100.00,2127.40,2125.478234080357654611,69788,7650,148332875.00,24454,35.04,47.85,6.40
22-May-2014,2090.00,2118.25,2074.00,2109.30,2106.859190721313611780,76735,8196,161669840.00,23475,30.59,44.25,19.30
21-May-2014,2065.00,2087.80,2056.00,2079.95,2075.397257489524047782,63956,7355,132734107.00,18929,29.60,31.80,14.95
20-May-2014,2034.00,2089.00,2026.15,2063.05,2066.282620753670436150,88341,10848,182537473.00,23952,27.11,62.85,29.05
19-May-2014,2160.00,2160.00,2000.50,2034.70,2038.433563640324960634,302929,34368,617500641.00,121453,40.09,159.50,-125.30
16-May-2014,2193.00,2253.65,2101.05,2157.55,2177.604436226145227721,604072,22157,1315429867.00,450719,74.61,152.60,-35.45
15-May-2014,2217.00,2217.75,2173.25,2193.45,2194.658112529183472157,262563,8410,576236018.00,215111,81.93,44.50,-23.55
14-May-2014,2210.00,2237.50,2203.45,2214.75,2218.564121602111949841,72729,6938,161353950.00,28983,39.85,34.05,4.75
13-May-2014,2175.00,2237.95,2170.00,2210.65,2202.609511098014404451,115381,13955,254139288.00,33230,28.80,67.95,35.65
12-May-2014,2160.00,2167.00,2125.50,2159.70,2145.645764003179430011,303199,13933,650557650.00,225233,74.29,41.50,-0.30
9-May-2014,2160.00,2184.00,2151.90,2161.20,2173.437407468333607501,127659,6706,277458846.00,87375,68.44,32.10,1.20
8-May-2014,2165.00,2181.00,2150.90,2165.35,2165.774649836160430699,158997,8012,344351672.00,32126,20.21,30.10,0.35
7-May-2014,2191.00,2202.70,2142.00,2166.35,2166.147641158847282562,261018,11813,565403525.00,192884,73.90,60.70,-24.65
6-May-2014,2220.00,2220.00,2191.10,2198.95,2198.778353812489479885,29705,3929,65314711.00,10166,34.22,28.90,-21.05
5-May-2014,2210.00,2229.00,2205.00,2213.90,2220.126678210243669853,39849,5835,88469828.00,14530,36.46,24.00,3.90
2-May-2014,2194.00,2219.20,2187.00,2208.85,2208.695219238384498567,52021,8460,114898534.00,18166,34.92,32.20,14.85
30-April-2014,2194.00,2206.95,2181.90,2189.40,2192.506756629766760012,53207,5451,116656707.00,22570,42.42,25.05,-4.60
29-April-2014,2192.70,2205.60,2180.00,2193.50,2194.091593167355141230,44785,5247,98262392.00,10180,22.73,25.60,0.80
28-April-2014,2223.00,2223.00,2180.05,2191.25,2196.829192180876118699,50952,6960,111932841.00,16337,32.06,42.95,-31.75
25-April-2014,2214.00,2234.70,2195.00,2202.25,2204.400372196892155950,53735,6164,118453454.00,14159,26.35,39.70,-11.75
23-April-2014,2225.10,2240.00,2201.95,2214.95,2221.577402262637834741,132677,8215,294752225.00,83144,62.67,38.05,-10.15
22-April-2014,2227.30,2248.95,2218.00,2220.30,2228.422024040325707638,64475,8135,143677510.00,22644,35.12,30.95,-7.00
21-April-2014,2225.00,2242.00,2212.85,2220.50,2224.507314470349345625,67469,8640,150085284.00,17599,26.08,29.15,-4.50
17-April-2014,2218.00,2230.00,2143.10,2217.45,2196.942722458126122973,297202,30713,652935771.00,56197,18.91,86.90,-0.55
16-April-2014,2270.00,2270.00,2185.00,2195.00,2211.535812969228073486,148382,21649,328152107.00,37857,25.51,85.00,-75.00
15-April-2014,2163.70,2258.80,2163.70,2251.55,2222.038883156364766057,180258,28927,400540285.00,51852,28.77,95.10,87.85
11-April-2014,2125.80,2174.00,2101.15,2163.70,2134.712903287866253679,103958,12817,221920484.00,29586,28.46,72.85,37.90
10-April-2014,2140.00,2148.00,2117.95,2126.55,2130.633076125762985143,60781,7310,129502009.00,21689,35.68,30.05,-13.45
9-April-2014,2159.00,2160.05,2105.00,2134.90,2128.594839273340764619,132772,12552,282617794.00,76231,28.71,55.05,-24.10
7-April-2014,2131.00,2175.00,2121.10,2150.40,2134.853134355616141719,153317,5189,327309278.00,123023,40.12,53.90,19.40
4-April-2014,2171.00,2186.00,2131.50,2139.55,2155.407786113605422471,69046,5496,148822286.00,19518,28.27,54.50,-31.45
3-April-2014,2171.00,2180.90,2149.35,2166.70,2162.481106587712805329,54040,5487,116860479.00,13012,24.08,31.55,-4.30
2-April-2014,2179.80,2200.00,2162.00,2171.65,2184.762176709990810030,91404,6854,199696002.00,24095,26.36,38.00,-8.15
1-April-2014,2145.00,2181.00,2140.00,2172.45,2170.461756471848754017,115732,8569,251191880.00,33031,28.54,41.00,27.45
31-March-2014,2105.00,2135.95,2083.10,2128.25,2108.160481143786652968,93444,7057,196994948.00,25863,27.68,52.85,23.25
28-March-2014,2100.00,2140.00,2085.00,2105.55,2103.543574610244988864,89800,6641,188898213.00,13439,14.97,55.00,5.55
27-March-2014,2100.00,2112.20,2066.70,2094.85,2083.699144482324508605,108823,8186,226754392.00,28224,25.94,45.50,-5.15
26-March-2014,2151.50,2154.60,2093.00,2098.35,2105.064038959987040336,296304,7732,623738895.00,214426,72.37,61.60,-53.15
25-March-2014,2149.70,2172.00,2130.00,2145.70,2150.476823831228673192,80298,5973,172678988.00,27412,34.14,42.00,-4.00
24-March-2014,2132.00,2157.25,2129.25,2152.35,2136.126521906202287919,486643,7317,1039531019.00,422360,86.79,28.00,20.35
22-March-2014,2127.00,2140.90,2117.95,2125.55,2130.233320661471203193,10522,1011,22414315.00,2213,21.03,22.95,-1.45
21-March-2014,2122.00,2143.80,2087.00,2125.35,2118.217963622946066961,341479,10307,723326952.00,225310,65.98,56.80,3.35
20-March-2014,2039.00,2121.00,2014.70,2107.90,2087.454540117416829745,204400,16986,426675708.00,44091,21.57,106.30,68.90
19-March-2014,2078.00,2078.00,2015.00,2040.95,2034.702705197059460380,281717,23300,573210342.00,86378,30.66,63.00,-37.05
18-March-2014,2139.70,2150.00,2110.00,2122.55,2129.559835926375880132,76551,5798,163019935.00,26225,34.26,40.00,-17.15
14-March-2014,2149.50,2161.00,2126.05,2141.15,2142.224334660355474750,63802,5417,136678197.00,15413,24.16,34.95,-8.35
13-March-2014,2155.00,2201.50,2138.00,2153.45,2172.291905754502658266,85394,6467,185500695.00,24319,28.48,63.50,-1.55
12-March-2014,2146.15,2189.35,2146.15,2178.75,2176.441940240589833139,64425,5061,140217272.00,19160,29.74,43.20,32.60
11-March-2014,2148.20,2177.15,2124.00,2150.05,2153.107201846729418320,100502,7704,216391580.00,23672,23.55,53.15,1.85
10-March-2014,2225.00,2227.00,2135.50,2143.50,2164.233824956621474575,136012,10681,294361771.00,57806,42.50,91.50,-81.50
7-March-2014,2250.00,2250.00,2151.70,2225.10,2179.158229564509932427,530988,10771,1157106870.00,438421,82.57,98.30,-24.90
6-March-2014,2254.00,2259.00,2222.00,2241.15,2242.742440716578647613,38628,3096,86632655.00,12335,31.93,37.00,-12.85
5-March-2014,2253.05,2284.30,2243.00,2250.15,2253.675230993678067758,148056,4774,333670140.00,99536,67.23,41.30,-2.90
4-March-2014,2238.00,2255.15,2225.00,2242.95,2241.397138934408078302,45158,3785,101217012.00,11723,25.96,30.15,4.95
3-March-2014,2270.00,2296.90,2233.20,2240.85,2258.734284934166616103,65924,6005,148904799.00,22264,33.77,63.70,-29.15
28-February-2014,2168.00,2277.00,2160.00,2272.80,2248.870388894559559048,146955,11623,330482748.00,43873,29.85,117.00,104.80
26-February-2014,2191.00,2195.00,2178.55,2182.40,2184.837750354036010519,34601,2685,75597571.00,12650,36.56,16.45,-8.60
25-February-2014,2190.00,2199.70,2181.50,2188.30,2191.842570341917538647,52849,4208,115836688.00,12431,23.52,18.20,-1.70
24-February-2014,2206.00,2206.00,2171.20,2178.20,2178.522118819741542804,90692,3220,197574528.00,62596,69.02,34.80,-27.80
21-February-2014,2203.00,2211.00,2192.00,2205.35,2204.281530594041743473,33634,2858,74138805.00,7068,21.01,19.00,2.35
20-February-2014,2202.20,2221.50,2186.45,2192.85,2206.944629930565814743,67690,5365,149388082.00,14756,21.80,35.05,-9.35
19-February-2014,2171.00,2209.75,2160.75,2198.45,2187.087633139868614069,47037,3987,102874041.00,13851,29.45,49.00,27.45
18-February-2014,2166.70,2189.90,2158.70,2166.15,2175.400930753144237283,33951,3114,73857037.00,7684,22.63,31.20,-0.55
17-February-2014,2169.00,2187.00,2149.55,2168.60,2175.594947958841072028,101266,4413,220313798.00,60665,59.91,37.45,-0.40
14-February-2014,2139.00,2184.40,2128.50,2166.25,2164.932412063652976563,74969,7249,162302818.00,20440,27.26,55.90,27.25
13-February-2014,2109.00,2139.00,2099.00,2133.75,2124.849905737903030888,82748,7439,175827080.00,28853,34.87,40.00,24.75
12-February-2014,2123.70,2123.80,2095.10,2103.80,2111.358229008598887202,63264,5279,133572967.00,20822,32.91,28.70,-19.90
11-February-2014,2095.00,2126.00,2095.00,2101.00,2110.280058853734644705,101268,7950,213703841.00,33814,33.39,31.00,6.00
10-February-2014,2145.00,2148.00,2088.00,2093.70,2106.708328333687154447,108341,10459,228242887.00,45665,42.15,60.00,-51.30
7-February-2014,2185.00,2191.30,2131.45,2143.35,2154.918440247801758593,80064,7621,172531390.00,19821,24.76,59.85,-41.65
6-February-2014,2190.00,2190.00,2142.00,2174.75,2167.130649282001585763,102159,9283,221391900.00,35421,34.67,48.00,-15.25
5-February-2014,2160.00,2195.00,2144.00,2191.05,2175.117240954959389613,81260,6327,176750027.00,19803,24.37,51.00,31.05
4-February-2014,2179.05,2179.05,2115.00,2155.20,2141.453269293238665367,129294,10147,276877059.00,43992,34.02,64.05,-23.85
3-February-2014,2227.00,2244.00,2192.00,2196.65,2206.828515909642943891,53521,3889,118111669.00,21699,40.54,52.00,-30.35
31-January-2014,2230.00,2269.75,2221.55,2236.20,2249.663358193019779663,126443,8581,284454184.00,52307,41.37,48.20,6.20
30-January-2014,2204.00,2229.00,2190.05,2217.90,2205.938171480610901214,81257,5190,179247918.00,30169,37.13,38.95,13.90
29-January-2014,2231.10,2234.00,2203.00,2209.55,2218.102100676489038843,58981,5578,130825880.00,15465,26.22,31.00,-21.55
28-January-2014,2224.50,2247.70,2197.90,2213.30,2209.360706473681761064,214870,5973,474725335.00,162874,75.80,49.80,-11.20
27-January-2014,2236.00,2258.00,2222.00,2230.30,2239.717187359052229605,66514,4988,148972549.00,15897,23.90,36.00,-5.70
24-January-2014,2254.00,2284.00,2241.05,2248.15,2267.266198053955546877,92187,6852,209012469.00,20579,22.32,42.95,-5.85
23-January-2014,2273.90,2277.00,2239.10,2254.15,2255.744940112441945734,81820,6762,184565051.00,16573,20.26,37.90,-19.75
22-January-2014,2295.00,2296.00,2265.75,2274.35,2279.577308097174348283,96898,6194,220886482.00,25663,26.48,30.25,-20.65
21-January-2014,2330.15,2340.00,2275.85,2280.65,2298.049406743262106732,149008,11245,342427746.00,34885,23.41,64.15,-49.50
20-January-2014,2220.00,2348.90,2216.00,2338.25,2295.624848928637442948,281324,24641,645814365.00,89200,31.71,132.90,118.25
17-January-2014,2300.00,2300.00,2210.05,2215.65,2242.789720100721035541,384031,32544,861300779.00,88500,23.05,89.95,-84.35
16-January-2014,2380.00,2380.00,2321.10,2351.35,2348.781533796988159558,139184,10277,326912809.00,40062,28.78,58.90,-28.65
15-January-2014,2343.00,2377.00,2328.15,2354.25,2355.237082778501295014,136678,7307,321909094.00,72686,53.18,48.85,11.25
14-January-2014,2380.00,2384.20,2322.80,2328.15,2340.284570885173151596,88333,6989,206724357.00,20958,23.73,61.40,-51.85
13-January-2014,2290.00,2382.25,2289.00,2370.30,2345.996547462732679385,129470,11004,303736173.00,41339,31.93,93.25,80.30
10-January-2014,2250.00,2307.00,2236.40,2281.80,2279.933418741946117654,133476,14072,304316393.00,31942,23.93,70.60,31.80
9-January-2014,2230.00,2254.75,2223.00,2243.65,2241.428173230076344263,72828,5614,163238731.00,33075,45.42,31.75,13.65
8-January-2014,2214.85,2242.50,2205.10,2233.00,2230.248328243470935130,75968,6708,169427505.00,21231,27.95,37.40,18.15
7-January-2014,2238.30,2254.80,2200.60,2208.20,2227.849715774514448128,67552,5342,150495704.00,19440,28.78,54.20,-30.10
6-January-2014,2226.00,2243.65,2197.00,2239.60,2226.592331854627614140,72586,7218,161619431.00,20405,28.11,46.65,13.60
3-January-2014,2175.00,2228.25,2151.00,2222.00,2208.744494842891573479,133602,12482,295092682.00,49688,37.19,77.25,47.00
2-January-2014,2160.00,2187.15,2150.00,2162.30,2167.918823088200197743,58662,3654,127174454.00,7813,13.32,37.15,2.30
1-January-2014,2180.00,2185.00,2151.05,2153.70,2160.159809004092769440,36650,2693,79169857.00,9262,25.27,33.95,-26.30
31-December-2013,2160.20,2183.30,2152.00,2170.95,2171.664683693197950326,73963,5346,160622835.00,17959,24.28,31.30,10.75
30-December-2013,2165.00,2174.80,2147.00,2157.70,2160.024579241621042264,69042,5531,149132417.00,17053,24.70,27.80,-7.30
27-December-2013,2102.00,2166.80,2102.00,2158.95,2144.206482453072169756,120078,8454,257472026.00,43460,36.19,64.80,56.95
26-December-2013,2111.00,2117.00,2090.00,2099.45,2106.531224481860248084,51434,3118,108347327.00,18662,36.28,27.00,-11.55
24-December-2013,2121.00,2129.05,2105.00,2111.15,2116.250795081098272023,37732,3000,79850375.00,11299,29.95,24.05,-9.85
23-December-2013,2130.00,2143.65,2099.00,2109.60,2114.537274058619375288,99694,8057,210806679.00,35965,36.08,44.65,-20.40
20-December-2013,2095.80,2129.85,2055.00,2119.55,2112.371960520050681537,123911,8294,261746122.00,53916,43.51,74.85,23.75
19-December-2013,2065.00,2108.90,2061.00,2081.35,2086.775875702778091571,115079,7565,240144081.00,25352,22.03,47.90,16.35
18-December-2013,2045.00,2070.90,2045.00,2054.30,2057.864668275817078739,61316,4010,126180030.00,21088,34.39,25.90,9.30
17-December-2013,2032.00,2065.20,2032.00,2046.10,2056.906083802435405233,212285,6978,436650308.00,87253,41.10,33.20,14.10
16-December-2013,2008.00,2039.70,2005.60,2017.30,2022.317819276284287570,73095,5853,147821321.00,19600,26.81,34.10,9.30
13-December-2013,2046.00,2046.00,1960.00,2002.90,2010.523853195711260442,119942,8182,241146252.00,36000,30.01,86.00,-43.10
12-December-2013,2048.80,2070.00,2024.00,2026.85,2035.202676708398539384,61344,4683,124847473.00,18653,30.41,46.00,-21.95
11-December-2013,2071.10,2089.85,2045.00,2056.55,2059.910418353312979779,102521,5569,211184076.00,45168,44.06,44.85,-14.55
10-December-2013,2008.70,2089.00,2005.00,2082.25,2069.968294386640350235,246234,13903,509696573.00,141422,57.43,84.00,73.55
9-December-2013,2020.00,2030.00,1999.40,2003.05,2007.727341625777416632,127988,4869,256965007.00,98279,76.79,30.60,-16.95
6-December-2013,1990.15,2010.00,1990.15,1999.95,2000.967323127371170381,52453,2985,104956739.00,33299,63.48,19.85,9.80
5-December-2013,2015.00,2035.20,1986.50,1990.15,2001.266631989596879063,57675,4250,115423053.00,15955,27.66,48.70,-24.85
4-December-2013,2020.75,2030.00,1996.65,2002.60,2015.926123200963134565,54821,4432,110515086.00,12707,23.18,33.35,-18.15
3-December-2013,2011.05,2040.00,2011.05,2020.20,2023.649361115094893701,146427,5185,296316905.00,15650,10.69,28.95,9.15
2-December-2013,2001.00,2020.00,2001.00,2014.20,2010.772498565564726133,45314,3974,91116145.00,13435,29.65,19.00,13.20
29-November-2013,1984.50,2014.95,1983.00,2004.60,2003.496502969650548098,79639,8233,159556458.00,36449,45.77,31.95,20.10
28-November-2013,1995.00,1997.10,1970.10,1984.50,1982.732001449200351948,77284,5008,153233460.00,21249,27.49,27.00,-10.50
27-November-2013,2009.00,2009.95,1977.00,1984.90,1993.258024032042723631,37450,3249,74647513.00,10439,27.87,32.95,-24.10
26-November-2013,2022.00,2022.00,1990.00,1995.30,1996.488954391810710795,62423,4558,124626830.00,12904,20.67,32.00,-26.70
25-November-2013,2005.30,2026.50,1995.00,2012.65,2009.318396870166499863,65946,5135,132506511.00,18915,28.68,31.50,7.35
22-November-2013,2000.00,2011.60,1987.15,2000.70,1999.587487372417877172,86121,6821,172206474.00,24704,28.69,24.45,0.70
21-November-2013,2024.10,2035.50,1983.00,1989.55,2005.391405985319028797,88550,6787,177577409.00,29617,33.45,52.50,-34.55
20-November-2013,2040.00,2050.50,2020.10,2023.70,2037.617108412374789469,56405,4854,114931793.00,17560,31.13,30.40,-16.30
19-November-2013,2047.65,2055.00,2022.00,2030.25,2032.350831787445395248,66844,5517,135850459.00,21409,32.03,33.00,-17.40
18-November-2013,2050.00,2060.00,2035.15,2046.45,2048.872710903379051413,52204,4499,106959351.00,15034,28.80,24.85,-3.55
14-November-2013,2066.00,2072.40,2015.00,2025.75,2037.636751597712748065,95136,6773,193852610.00,34032,35.77,57.40,-40.25
13-November-2013,2092.00,2104.90,2046.55,2052.20,2076.761829852108641399,102981,5124,213867010.00,13094,12.71,58.35,-39.80
12-November-2013,2104.00,2119.20,2079.00,2086.80,2099.135270743534482758,59392,4241,124671842.00,13152,22.14,40.20,-17.20
11-November-2013,2090.00,2139.90,2061.05,2097.95,2115.866524064171122994,74800,5989,158266816.00,16428,21.96,78.85,7.95
8-November-2013,2122.00,2130.00,2076.00,2092.80,2097.098588281694061967,86207,7081,180784578.00,12231,14.19,54.00,-29.20
7-November-2013,2091.00,2148.00,2085.70,2121.15,2124.977534868864676864,140885,10590,299377460.00,39824,28.27,62.30,30.15
6-November-2013,2062.00,2100.00,2060.00,2091.75,2086.329982246136083911,91811,8514,191548042.00,25251,27.50,40.00,29.75
5-November-2013,2096.00,2102.00,2031.85,2042.05,2055.873675099866844207,75100,8437,154396113.00,31885,42.46,70.15,-53.95
3-November-2013,2104.70,2109.00,2096.35,2099.50,2102.706257791074545001,20055,1775,42169774.00,10744,53.57,12.65,-5.20
1-November-2013,2110.00,2140.80,2090.25,2097.15,2108.564705882352941176,70890,6537,149476152.00,17756,25.05,50.55,-12.85
31-October-2013,2091.00,2113.40,2078.15,2108.25,2099.869858533985756504,82564,6324,173373655.00,22955,27.80,35.25,17.25
30-October-2013,2072.00,2099.40,2072.00,2090.15,2088.874062240398747523,78245,7783,163443951.00,20307,25.95,27.40,18.15
29-October-2013,2062.00,2086.00,2049.00,2070.30,2064.965787390763564701,61907,5393,127835837.00,11421,18.45,37.00,8.30
28-October-2013,2070.00,2089.45,2054.00,2063.25,2066.620397545357524012,74960,6551,154913865.00,11134,14.85,35.45,-6.75
25-October-2013,2000.00,2071.05,1994.90,2067.30,2046.938251675867507886,162304,14829,332226266.00,48045,29.60,76.15,67.30
24-October-2013,2055.00,2082.60,2004.60,2008.60,2036.441336383253347685,200661,15539,408634355.00,63936,31.86,78.00,-46.40
23-October-2013,2090.00,2093.00,2048.85,2060.45,2063.414256546826453617,112650,9202,232443616.00,22574,20.04,44.15,-29.55
